Context,Mol_L,Frag_L,Mol_R,Frag_R,Radius
[*]c1cc(Oc2ccc(F)cc2CNC)ccc1Cl,CNCc1cc(F)ccc1Oc1ccc(Cl)c(F)c1,[cH3][F],CCc1cc(Oc2ccc(F)cc2CNC)ccc1Cl,[CH3][CH2][cH3],1
[*]CCCN1C[C@H](CC(=O)Nc2cccc(Cl)c2)[C@@H](c2ccc(OC)cc2)C1,COc1ccc([C@H]2CN(CCCN(C)S(C)(=O)=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,[CH3][N]([CH2][CH2][CH2][NH2])[S]([CH3])(=[O])=[O],COc1ccc([C@H]2CN(CCCN3CCCC3=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,[NH2][CH2][CH2][CH2][N]1[CH2][CH2][CH2][C]1=[O],4
[*]CCCN1C[C@H](CC(=O)Nc2cccc(Cl)c2)[C@@H](c2ccc(OC)cc2)C1,COc1ccc([C@H]2CN(CCCN(C)S(C)(=O)=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,[CH3][CH2][CH2][N]([CH3])[S]([CH3])(=[O])=[O],COc1ccc([C@H]2CN(CCCN3CCCC3=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,[CH3][CH2][CH2][N]1[CH2][CH2][CH2][C]1=[O],3
[*]CCCN1C[C@H](CC(=O)Nc2cccc(Cl)c2)[C@@H](c2ccc(OC)cc2)C1,COc1ccc([C@H]2CN(CCCN(C)S(C)(=O)=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,[CH3][CH2][N]([CH3])[S]([CH3])(=[O])=[O],COc1ccc([C@H]2CN(CCCN3CCCC3=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,[CH3][CH2][N]1[CH2][CH2][CH2][C]1=[O],2
[*]CCCN1C[C@H](CC(=O)Nc2cccc(Cl)c2)[C@@H](c2ccc(OC)cc2)C1,COc1ccc([C@H]2CN(CCCN(C)S(C)(=O)=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,[CH3][N]([CH3])[S]([CH3])(=[O])=[O],COc1ccc([C@H]2CN(CCCN3CCCC3=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,[CH3][N]1[CH2][CH2][CH2][C]1=[O],1
[*]c1ccc(OCCCN2CCCC2)cc1,C[C@H]1[C@H](c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc2S1(=O)=O,[H][C@@]1([c]2[cH][cH][cH][cH][cH]2)[O][c]2[cH][cH][cH][cH][c]2[S](=[O])(=[O])[C@@]1([H])[CH3],Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,[CH3][c]1[n][c]2[cH][cH][cH][cH][c]2[c](=[O])[n]1-[c]1[cH][cH][cH][cH][cH]1,4
[*]c1ccc(OCCCN2CCCC2)cc1,C[C@H]1[C@H](c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc2S1(=O)=O,[H][C@@]1([c]([cH][cH2])[cH][cH2])[O][c]2[cH][cH][cH][cH][c]2[S](=[O])(=[O])[C@@]1([H])[CH3],Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,[cH2][cH][c]([cH][cH2])-[n]1[c]([CH3])[n][c]2[cH][cH][cH][cH][c]2[c]1=[O],3
[*]c1ccc(OCCCN2CCCC2)cc1,C[C@H]1[C@H](c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc2S1(=O)=O,[H][C@@]1([c]([cH2])[cH2])[O][c]([cH2])[c]([cH2])[S](=[O])(=[O])[C@@]1([H])[CH3],Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,[cH2][c]([cH2])-[n]1[c]([CH3])[n][c]([cH2])[c]([cH2])[c]1=[O],2
[*]c1ccc(OCCCN2CCCC2)cc1,C[C@H]1[C@H](c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc2S1(=O)=O,[H][C@@]1([cH3])[O][cH][cH][S](=[O])(=[O])[C@@]1([H])[CH3],Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,[CH3][c]1[n][cH][cH][c](=[O])[n]1-[cH3],1
[*]NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,CCCCC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccc(OC)nc1,[CH3][CH2][CH2][CH2][CH]([NH][C]([CH3])=[O])[c]1[cH][cH][c]([O][CH3])[n][cH]1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccccc1)c1ccccn1,[CH3][C](=[O])[NH][CH]([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][n]1,4
[*]NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,CCCCC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccc(OC)nc1,[CH3][CH2][CH2][CH2][CH]([NH][CH3])[c]1[cH][cH][c]([O][CH3])[n][cH]1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccccc1)c1ccccn1,[CH3][NH][CH]([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][n]1,3
[*]NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,CCCCC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccc(OC)nc1,[CH3][CH2][CH2][CH2][CH]([NH2])[c]1[cH][cH][c]([O][CH3])[n][cH]1,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccccc1)c1ccccn1,[NH2][CH]([c]1[cH][cH][cH][cH][cH]1)[c]1[cH][cH][cH][cH][n]1,2
[*]C1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,CC(C)[C@]1(C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)CC[C@@H](N[C@H]2CCOC[C@H]2O)C1,[H][C@@]([OH])([CH2][OH])[C]([CH3])[NH2],CCC1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,[CH3][CH2][CH]([CH2][OH])[C]([CH3])[NH2],2
[*]C1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,CC(C)[C@]1(C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)CC[C@@H](N[C@H]2CCOC[C@H]2O)C1,[H][C@]([C])([CH3])[OH],CCC1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,[C][CH]([CH3])[CH2][CH3],1
[*]C(c1ccccc1)N1CCNCC1,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,[H][C@@]([CH2][c]1[cH][cH][cH][cH][c]1[O][CH2][CH3])([c]1[cH][cH][cH][cH][cH]1)[N]1[CH2][CH2][NH][CH2][CH2]1,FC(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,[F][CH]([F])[O][c]1[cH][cH][cH][cH][c]1[CH2][CH]([c]1[cH][cH][cH][cH][cH]1)[N]1[CH2][CH2][NH][CH2][CH2]1,4
[*]C(c1ccccc1)N1CCNCC1,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,[H][C@@]([CH2][c]([cH2])[c]([cH2])[O][CH2][CH3])([c]([cH][cH2])[cH][cH2])[N]([CH2][CH3])[CH2][CH3],FC(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,[cH2][cH][c]([cH][cH2])[CH]([CH2][c]([cH2])[c]([cH2])[O][CH]([F])[F])[N]([CH2][CH3])[CH2][CH3],3
[*]C(c1ccccc1)N1CCNCC1,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,[H][C@@]([CH2][cH][cH][O][CH2][CH3])([c]([cH2])[cH2])[N]([CH3])[CH3],FC(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,[cH2][c]([cH2])[CH]([CH2][cH][cH][O][CH]([F])[F])[N]([CH3])[CH3],2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1nc(N2CCOCC2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][cH][c]([n][cH2])-[c]1[s][c]([N]2[CH2][CH2][O][CH2][CH2]2)[n][c]1[CH3],Cc1nc2ncccc2cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][cH][c]([n][cH2])-[c]1[cH][c]2[cH][cH][cH][n][c]2[n][c]1[CH3],4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1nc(N2CCOCC2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][c]([nH])-[c]1[s][c]([N]2[CH2][CH2][O][CH2][CH2]2)[n][c]1[CH3],Cc1nc2ncccc2cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][c]([nH])-[c]1[cH][c]2[cH][cH][cH][n][c]2[n][c]1[CH3],3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1nc(N2CCOCC2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH3]-[c]1[cH][n][c]([N]2[CH2][CH2][O][CH2][CH2]2)[s]1,Cc1nc2ncccc2cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH3]-[c]1[cH][n][c]2[n][cH][cH][cH][c]2[cH]1,2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1nc(N2CCOCC2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][s][c]([nH])[N]1[CH2][CH2][O][CH2][CH2]1,Cc1nc2ncccc2cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][cH][c]1[cH][cH][cH][n][c]1[nH],1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3nccs3)ccc2c1,[cH2][cH][c]([n][cH2])-[c]1[n][cH][cH][s]1,Cc1nc(N2CCCC2)ncc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][cH][c]([n][cH2])-[c]1[cH][n][c]([N]2[CH2][CH2][CH2][CH2]2)[n][c]1[CH3],4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3nccs3)ccc2c1,[cH2][c]([nH])-[c]1[n][cH][cH][s]1,Cc1nc(N2CCCC2)ncc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH2][c]([nH])-[c]1[cH][n][c]([N]2[CH2][CH2][CH2][CH2]2)[n][c]1[CH3],3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3nccs3)ccc2c1,[cH3]-[c]1[n][cH][cH][s]1,Cc1nc(N2CCCC2)ncc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[cH3]-[c]1[cH][n][c]([N]2[CH2][CH2][CH2][CH2]2)[n][c]1[CH3],2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3nccs3)ccc2c1,[cH]1[cH][s][cH][n]1,Cc1nc(N2CCCC2)ncc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,[CH3][c]1[cH][cH][n][c]([N]2[CH2][CH2][CH2][CH2]2)[n]1,1
[*]c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,O=C1NCCN1CCN1CC=C(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,[cH2][cH][c]1[c]([C]2=[CH][CH2][N]([CH2][CH2][N]3[CH2][CH2][NH][C]3=[O])[CH2][CH2]2)[cH][n](-[cH3])[c]1[cH2],CCC(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,[cH2][cH][c]1[c]([CH]([CH2][CH3])[CH2][CH3])[cH][n](-[cH3])[c]1[cH2],4
[*]c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,O=C1NCCN1CCN1CC=C(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,[cH2][c]1[cH][n][cH][c]1[C]1=[CH][CH2][N]([CH2][CH2][N]2[CH2][CH2][NH][C]2=[O])[CH2][CH2]1,CCC(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,[cH2][c]1[cH][n][cH][c]1[CH]([CH2][CH3])[CH2][CH3],3
[*]c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,O=C1NCCN1CCN1CC=C(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,[cH2][c]([cH2])[C]1=[CH][CH2][N]([CH2][CH2][N]2[CH2][CH2][NH][C]2=[O])[CH2][CH2]1,CCC(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,[cH2][c]([cH2])[CH]([CH2][CH3])[CH2][CH3],2
[*]c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,O=C1NCCN1CCN1CC=C(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,[cH3][C]1=[CH][CH2][N]([CH2][CH2][N]2[CH2][CH2][NH][C]2=[O])[CH2][CH2]1,CCC(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,[CH3][CH2][CH]([cH3])[CH2][CH3],1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc4nccnc4c3)ccc2c1,[cH2][c]([nH])-[c]1[cH][cH][c]2[n][cH][cH][n][c]2[cH]1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cnc4c(c3)OCO4)ccc2c1,[cH2][c]([nH])-[c]1[cH][n][c]2[c]([cH]1)[O][CH2][O]2,4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc4nccnc4c3)ccc2c1,[cH3]-[c]1[cH][cH][c]2[n][cH][cH][n][c]2[cH]1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cnc4c(c3)OCO4)ccc2c1,[cH3]-[c]1[cH][n][c]2[c]([cH]1)[O][CH2][O]2,3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc4nccnc4c3)ccc2c1,[cH]1[cH][cH][c]2[n][cH][cH][n][c]2[cH]1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cnc4c(c3)OCO4)ccc2c1,[cH]1[cH][n][c]2[c]([cH]1)[O][CH2][O]2,2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc4nccnc4c3)ccc2c1,[cH2][cH][c]1[cH][n][cH][cH][n]1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cnc4c(c3)OCO4)ccc2c1,[cH2][n][c]1[cH][O][CH2][O]1,1
[*]COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1,[cH2][c]([cH2])[O][CH2][CH2][O][CH3],COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC#N)CC2)c1,[cH2][c]([cH2])[O][CH2][C]1([CH2][C]#[N])[CH2][CH2]1,4
[*]COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1,[cH3][O][CH2][CH2][O][CH3],COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC#N)CC2)c1,[cH3][O][CH2][C]1([CH2][C]#[N])[CH2][CH2]1,3
[*]COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1,[CH3][O][CH2][CH2][OH],COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC#N)CC2)c1,[N]#[C][CH2][C]1([CH2][OH])[CH2][CH2]1,2
[*]COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1,[CH3][CH2][O][CH3],COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC#N)CC2)c1,[CH3][C]1([CH2][C]#[N])[CH2][CH2]1,1
[*]C1CCN(CCCNc2nnc(-c3ccc(NC(=O)c4ccccc4F)cc3)o2)CC1,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1F,[CH3][N]1[CH2][CH2][CH2][CH2][CH2]1,O=C(Nc1ccc(-c2nnc(NCCCN3CCC(F)CC3)o2)cc1)c1ccccc1F,[CH3][N]1[CH2][CH2][CH]([F])[CH2][CH2]1,4
[*]C1CCN(CCCNc2nnc(-c3ccc(NC(=O)c4ccccc4F)cc3)o2)CC1,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1F,[CH2]1[CH2][CH2][NH][CH2][CH2]1,O=C(Nc1ccc(-c2nnc(NCCCN3CCC(F)CC3)o2)cc1)c1ccccc1F,[F][CH]1[CH2][CH2][NH][CH2][CH2]1,3
[*]C1CCN(CCCNc2nnc(-c3ccc(NC(=O)c4ccccc4F)cc3)o2)CC1,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1F,[CH3][CH2][CH2][CH2][CH3],O=C(Nc1ccc(-c2nnc(NCCCN3CCC(F)CC3)o2)cc1)c1ccccc1F,[CH3][CH2][CH]([F])[CH2][CH3],2
[*]C1CCN(CCCNc2nnc(-c3ccc(NC(=O)c4ccccc4F)cc3)o2)CC1,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1F,[CH3][CH2][CH3],O=C(Nc1ccc(-c2nnc(NCCCN3CCC(F)CC3)o2)cc1)c1ccccc1F,[CH3][CH]([CH3])[F],1
[*]N[C@H]1CC[C@H]([C@H](N)C(=O)N2CCC(F)(F)C2)CC1,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,[CH3][CH2][CH]([CH2][CH3])[NH][C](=[O])[c]1[cH][cH][c]([F])[c]([F])[cH]1,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,[CH3][CH2][CH]([CH2][CH3])[NH][S](=[O])(=[O])[c]1[cH][cH][c]([O][C]([F])([F])[F])[cH][cH]1,4
[*]N[C@H]1CC[C@H]([C@H](N)C(=O)N2CCC(F)(F)C2)CC1,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,[CH3][CH]([CH3])[NH][C](=[O])[c]1[cH][cH][c]([F])[c]([F])[cH]1,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,[CH3][CH]([CH3])[NH][S](=[O])(=[O])[c]1[cH][cH][c]([O][C]([F])([F])[F])[cH][cH]1,3
[*]N[C@H]1CC[C@H]([C@H](N)C(=O)N2CCC(F)(F)C2)CC1,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,[CH3][NH][C](=[O])[c]1[cH][cH][c]([F])[c]([F])[cH]1,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,[CH3][NH][S](=[O])(=[O])[c]1[cH][cH][c]([O][C]([F])([F])[F])[cH][cH]1,2
[*]N[C@H]1CC[C@H]([C@H](N)C(=O)N2CCC(F)(F)C2)CC1,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,[NH2][C](=[O])[cH][cH][c]([F])[cH][F],N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,[NH2][S](=[O])(=[O])[cH][cH][cH][cH][O][C]([F])([F])[F],1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1C,[cH2][cH][c]([n][cH2])-[c]1[cH][n][n]([CH3])[c]1[CH3],C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(Cl)nc3)ccc2c1,[cH2][cH][c]([n][cH2])-[c]1[cH][cH][c]([Cl])[n][cH]1,4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1C,[cH2][c]([nH])-[c]1[cH][n][n]([CH3])[c]1[CH3],C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(Cl)nc3)ccc2c1,[cH2][c]([nH])-[c]1[cH][cH][c]([Cl])[n][cH]1,3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1C,[cH3]-[c]1[cH][n][n]([CH3])[c]1[CH3],C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(Cl)nc3)ccc2c1,[cH3]-[c]1[cH][cH][c]([Cl])[n][cH]1,2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1C,[cH2][c]([CH3])[n]([CH3])[nH],C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(Cl)nc3)ccc2c1,[cH2][cH][cH][c]([nH])[Cl],1
[*]C1=CC2(CCNCC2)Oc2ccccc21,CC(C)CNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,[cH2][c]([cH2])[C](=[CH][CH3])[c]1[cH][cH][c]([C](=[O])[NH][CH2][CH]([CH3])[CH3])[cH][cH]1,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(C)c1,[cH2][c]([cH2])[C](=[CH][CH3])[c]1[cH][cH][c]([C](=[O])[N]([CH2][CH3])[CH2][CH3])[cH][c]1[CH3],4
[*]C1=CC2(CCNCC2)Oc2ccccc21,CC(C)CNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,[CH2]=[C]([cH3])[c]1[cH][cH][c]([C](=[O])[NH][CH2][CH]([CH3])[CH3])[cH][cH]1,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(C)c1,[CH2]=[C]([cH3])[c]1[cH][cH][c]([C](=[O])[N]([CH2][CH3])[CH2][CH3])[cH][c]1[CH3],3
[*]C1=CC2(CCNCC2)Oc2ccccc21,CC(C)CNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,[cH2][c]([CH3])[cH][cH][cH][C](=[O])[NH][CH2][CH]([CH3])[CH3],CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(C)c1,[cH2][c]([CH3])[c]([CH3])[cH][cH][C](=[O])[N]([CH2][CH3])[CH2][CH3],2
[*]C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,CN(CC1(O)CCCCC1)C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,[CH3][CH]([CH3])[NH][C](=[O])[N]([CH3])[CH2][C]1([OH])[CH2][CH2][CH2][CH2][CH2]1,CN1CCN(C(=O)NC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)C(c2ccccc2)C1,[CH3][CH]([CH3])[NH][C](=[O])[N]1[CH2][CH2][N]([CH3])[CH2][CH]1[c]1[cH][cH][cH][cH][cH]1,4
[*]C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,CN(CC1(O)CCCCC1)C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,[CH3][NH][C](=[O])[N]([CH3])[CH2][C]1([OH])[CH2][CH2][CH2][CH2][CH2]1,CN1CCN(C(=O)NC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)C(c2ccccc2)C1,[CH3][NH][C](=[O])[N]1[CH2][CH2][N]([CH3])[CH2][CH]1[c]1[cH][cH][cH][cH][cH]1,3
[*]C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,CN(CC1(O)CCCCC1)C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,[CH3][N]([CH2][C]1([OH])[CH2][CH2][CH2][CH2][CH2]1)[C]([NH2])=[O],CN1CCN(C(=O)NC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)C(c2ccccc2)C1,[CH3][N]1[CH2][CH2][N]([C]([NH2])=[O])[CH]([c]2[cH][cH][cH][cH][cH]2)[CH2]1,2
[*]C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,CN(CC1(O)CCCCC1)C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,[CH3][N]([CH3])[CH2][C]1([OH])[CH2][CH2][CH2][CH2][CH2]1,CN1CCN(C(=O)NC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)C(c2ccccc2)C1,[CH3][N]1[CH2][CH2][N]([CH3])[CH]([c]2[cH][cH][cH][cH][cH]2)[CH2]1,1
